sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
5.6996;-4.0628;7.3748;5.4676;-4.3408;6.8872;-0.7963;0.2254;-0.0451;-0.7514;0.3913;0.4006;6.1;5.82;32.65;9.62;2.5;26.27;-38.45;2.0;48.582;;;;NaN;;;;0 / 0;349566;2021-03-12 21:43:26:944
5.5559;-4.4557;6.6849;5.4992;-4.1599;6.9731;0.1242;-0.6035;-0.9081;0.087;0.0809;-0.4901;6.4;6.36;33.02;6.7;358.92;27.38;-36.67;2.0;45.555;;;;NaN;;;;0 / 0;350066;2021-03-12 21:43:27:444
5.7571;-4.4461;6.7328;5.1453;-5.2586;6.4841;0.622;0.9364;0.6817;-0.7384;0.2998;0.2153;4.6;4.34;32.47;11.6;7.66;28.38;-39.47;2.0;50.016;;;;NaN;;;;0 / 0;350568;2021-03-12 21:43:27:946
4.9474;-4.8485;6.1674;5.9112;-3.3312;7.0803;-0.8441;-1.5387;-0.7961;0.9326;-0.3375;-0.1751;5.8;0.99;34.25;7.17;6.07;26.03;-38.12;2.0;45.773;;;;NaN;;;;0 / 0;351067;2021-03-12 21:43:28:445
4.3869;-8.8777;6.7951;6.2991;-2.7604;6.9908;-5.2873;-4.0436;1.62;3.4736;-0.2886;3.7911;24.0;17.62;17.38;-18.01;302.09;16.35;-42.02;2.0;47.802;;;;NaN;;;;0 / 0;351568;2021-03-12 21:43:28:946
8.6748;0.9102;14.4079;-1.3332;-5.184;8.217;12.3046;7.8968;3.2817;0.4381;2.8654;-4.4227;23.5;31.73;11.48;-3.55;281.03;27.08;7.52;2.0;51.601;;;;NaN;;;;0 / 0;352067;2021-03-12 21:43:29:445
11.9182;-12.5572;13.7994;-2.7963;3.1887;8.8422;15.3853;-15.6533;4.3702;2.9978;-0.0207;-4.7347;4.0;-15.37;20.69;-23.9;39.07;-11.49;12.83;2.0;64.459;;;;NaN;;;;0 / 0;352568;2021-03-12 21:43:29:946
0.4774;-13.6064;30.3809;4.9396;4.5443;7.1498;5.1181;-14.9362;16.3251;-1.0346;-1.2408;-4.691;3.0;21.49;-25.46;-4.96;217.97;-27.61;-34.64;2.0;69.782;;;;NaN;;;;0 / 0;353067;2021-03-12 21:43:30:445
9.1395;4.307;-0.3818;4.259;7.6343;4.4439;5.8513;-1.4597;2.1396;2.865;2.6443;2.2141;2.7;-17.57;-13.54;28.45;114.61;-51.12;-43.78;2.0;69.737;;;;NaN;;;;0 / 0;353567;2021-03-12 21:43:30:945
4.8947;7.7804;3.1396;4.3433;7.974;3.7043;1.2954;-0.1464;-0.8682;-0.5627;1.5048;1.5531;6.7;-33.12;5.29;4.69;48.79;-52.65;-51.98;2.0;60.989;;;;NaN;;;;0 / 0;354067;2021-03-12 21:43:31:445
5.8289;4.4172;7.0586;3.0737;4.4317;8.1904;4.5407;-1.3231;0.6079;-0.4681;0.7092;0.5678;8.5;-24.47;20.97;-13.29;29.99;-30.86;-23.63;2.0;54.104;;;;NaN;;;;0 / 0;354567;2021-03-12 21:43:31:945
6.3991;6.3;8.9893;3.5443;5.2184;7.5085;-1.853;1.9144;0.7278;0.3343;-0.884;0.4307;7.6;-26.2;20.13;-13.89;30.66;-32.15;-25.27;2.0;45.613;;;;NaN;;;;0 / 0;355067;2021-03-12 21:43:32:445
3.8982;3.2434;8.3617;4.4216;5.1518;7.0767;-0.3642;-1.928;1.6477;-0.0339;-0.024;0.2613;7.0;-30.47;17.45;-9.38;37.62;-31.69;-32.0;2.0;44.586;;;;NaN;;;;0 / 0;355567;2021-03-12 21:43:32:945
6.2362;5.2604;4.4379;6.1284;4.9503;5.8401;0.4951;0.2853;-1.1647;-1.2929;-0.167;-0.4813;5.2;-28.59;20.97;-7.31;29.98;-28.34;-40.95;2.0;53.83;;;;NaN;;;;0 / 0;356067;2021-03-12 21:43:33:445
4.7222;6.4485;6.6801;5.9744;4.2053;6.5417;-0.1847;0.9154;4.077;0.4183;-0.4199;0.5659;2.1;-32.34;14.02;3.7;53.54;-25.44;-39.65;2.0;63.981;;;;NaN;;;;0 / 0;356567;2021-03-12 21:43:33:945
7.3573;4.5322;4.045;5.1921;6.0908;5.6669;1.0746;-2.4668;0.1011;-0.097;0.7963;0.2678;3.3;-29.25;16.97;-8.26;28.72;-38.4;-42.5;2.0;46.653;;;;NaN;;;;0 / 0;357067;2021-03-12 21:43:34:445
5.46;5.4616;4.4092;7.3801;4.4447;4.685;-0.6255;1.7234;2.6108;0.6392;1.1055;-1.1795;1.8;-27.58;22.75;-2.51;21.33;-26.95;-57.59;2.0;44.257;;;;NaN;;;;0 / 0;357567;2021-03-12 21:43:34:945
4.9426;3.895;7.0107;6.5087;4.1387;6.0563;-0.3178;-0.5159;0.1277;0.5292;-0.1648;0.9712;2.1;-28.74;20.7;-3.73;28.12;-29.51;-48.58;2.0;39.832;;;;NaN;;;;0 / 0;358067;2021-03-12 21:43:35:445
6.2218;3.2099;5.8081;8.6282;2.7374;3.7725;-0.8195;0.4703;-0.4534;1.5622;1.2798;0.5128;21.6;-5.52;24.27;-26.15;322.07;-16.21;-66.38;2.0;51.85;;;;NaN;;;;0 / 0;358567;2021-03-12 21:43:35:945
5.278;7.493;4.6918;5.9702;6.5493;4.1992;-0.5618;-0.0845;1.3591;-0.6758;-2.5221;-1.2967;5.5;-18.51;17.86;-23.95;353.22;-42.32;-45.89;2.0;59.846;;;;NaN;;;;0 / 0;359067;2021-03-12 21:43:36:445
5.0911;8.7674;6.6561;6.0986;5.5188;5.3405;-0.4793;3.1614;1.2614;-1.9923;0.2238;-0.7928;1.2;-32.43;5.87;12.09;55.21;-36.72;-61.01;2.0;58.665;;;;NaN;;;;0 / 0;359567;2021-03-12 21:43:36:945
5.8721;6.1898;8.4815;6.1685;5.1999;5.575;-1.1358;0.4632;-0.2112;0.8391;0.7465;1.7193;4.2;-26.83;23.77;-8.48;19.79;-32.02;-47.89;2.0;51.621;;;;NaN;;;;0 / 0;360067;2021-03-12 21:43:37:445
7.271;2.9991;0.7345;5.8481;6.2904;4.7329;5.2435;-4.8858;-2.4008;-1.12;1.2138;-1.1072;10.8;-9.61;19.2;-28.82;332.53;-39.9;-51.02;2.0;44.802;;;;NaN;;;;0 / 0;360567;2021-03-12 21:43:37:945
7.1321;4.2782;4.1025;8.0654;4.6601;3.0666;-1.3216;-0.7523;1.6278;-2.0881;-1.7785;-0.4448;1.2;-31.21;16.16;13.24;42.09;-28.37;-69.18;2.0;54.504;;;;NaN;;;;0 / 0;361067;2021-03-12 21:43:38:445
10.2318;2.2421;5.7602;7.7732;5.0165;3.253;2.1453;-3.2009;0.7708;3.2681;0.9893;0.9244;7.9;-26.54;25.17;-4.27;16.91;-23.41;-59.99;2.0;65.029;;;;NaN;;;;0 / 0;361567;2021-03-12 21:43:38:945
10.9409;3.3584;3.5037;7.9137;4.5378;3.5988;-0.4844;-1.0307;0.5206;1.052;0.7026;0.7416;19.2;-9.07;20.99;-27.31;322.91;-27.56;-65.55;2.0;65.211;;;;NaN;;;;0 / 0;362068;2021-03-12 21:43:39:446
7.6208;3.7704;5.7171;8.1194;3.7832;3.9916;0.8216;-0.5124;-0.4222;-1.3256;-1.3621;-0.8577;5.5;-20.25;28.37;-10.34;359.75;-22.69;-63.82;2.0;57.024;;;;NaN;;;;0 / 0;362568;2021-03-12 21:43:39:946
8.2053;1.9594;3.6857;8.4117;2.5704;4.3366;-0.0128;-0.3535;0.2942;0.5013;0.0938;0.9193;13.5;-17.62;31.11;-8.68;0.6;-17.77;-62.37;2.0;61.585;;;;NaN;;;;0 / 0;363067;2021-03-12 21:43:40:445
5.8577;2.7308;4.1936;8.911;3.4137;2.2609;0.6899;-1.1408;1.4064;0.0116;-1.2465;-0.1927;10.0;-8.6;13.27;-32.32;301.4;-16.82;-74.73;2.0;59.843;;;;NaN;;;;0 / 0;363568;2021-03-12 21:43:40:946
8.1046;4.1106;5.353;8.6929;2.6202;3.7065;-1.181;1.5369;0.4812;-0.4392;0.3204;0.3022;12.6;-4.88;18.7;-31.6;309.8;-15.5;-66.91;2.0;54.757;;;;NaN;;;;0 / 0;364067;2021-03-12 21:43:41:445
8.5789;1.4276;2.9527;8.7981;2.278;3.6843;0.3213;-1.1366;-1.0182;-0.2118;0.3558;0.1587;8.4;2.05;9.98;-35.07;290.62;-13.43;-67.28;2.0;60.793;;;;NaN;;;;0 / 0;364568;2021-03-12 21:43:41:946
9.0101;0.2059;2.0376;9.3791;1.093;2.6474;-1.4985;-1.6563;1.8906;-1.3505;-0.9114;-0.3644;10.2;-9.29;26.13;-27.65;318.46;-6.4;-74.24;2.0;46.003;;;;NaN;;;;0 / 0;365068;2021-03-12 21:43:42:446
8.4161;2.1511;16.9567;3.7298;1.6354;8.921;0.2394;2.5436;1.8365;-2.4984;3.0321;-3.008;6.7;-17.24;33.4;-17.82;0.68;-17.63;-42.3;2.0;56.928;;;;NaN;;;;0 / 0;365568;2021-03-12 21:43:42:946
2.3986;5.5383;6.934;3.6326;2.7352;8.6887;0.6828;-0.1626;-1.3753;-0.3722;0.5879;-0.208;7.3;-17.48;30.94;-14.77;15.6;-16.2;-22.69;2.0;62.173;;;;NaN;;;;0 / 0;366067;2021-03-12 21:43:43:445
3.7401;1.3749;9.1714;2.6996;1.4699;9.3125;-0.4163;-0.0964;-0.0512;-0.2936;0.2326;-0.1218;6.1;-20.08;29.36;-10.56;27.44;-8.62;-16.17;2.0;53.233;;;;NaN;;;;0 / 0;366567;2021-03-12 21:43:43:945
1.5889;1.993;10.2829;1.7898;1.1652;9.5713;-0.2613;0.7887;0.4285;0.2812;0.2365;0.0193;6.1;-19.06;28.23;-9.68;29.71;-4.43;-11.88;2.0;60.186;;;;NaN;;;;0 / 0;367067;2021-03-12 21:43:44:445
2.1878;1.9355;9.3055;2.0456;1.6652;9.4453;0.0664;0.5134;-0.6135;0.081;-0.0571;0.1212;6.4;-16.86;28.51;-11.26;24.92;-10.03;-11.69;2.0;54.869;;;;NaN;;;;0 / 0;367567;2021-03-12 21:43:44:945
2.7579;2.1079;10.3116;2.6587;2.0665;9.2104;0.425;-0.2045;-0.0418;0.1291;-0.0514;0.1511;7.0;-14.89;28.82;-12.09;19.3;-12.16;-16.1;2.0;55.112;;;;NaN;;;;0 / 0;368067;2021-03-12 21:43:45:445
1.8572;1.3462;10.1487;1.8419;2.0353;9.4146;-1.0503;-0.7838;0.7636;0.1262;-0.1001;-0.1555;6.7;-17.7;26.55;-12.31;27.45;-11.98;-11.07;2.0;49.221;;;;NaN;;;;0 / 0;368567;2021-03-12 21:43:45:945
2.9448;1.624;9.0133;2.5739;1.6848;9.3116;-0.3179;-0.3279;0.085;-0.0923;-0.1688;-0.1271;8.2;-19.15;23.21;-7.37;33.67;-9.89;-15.45;2.0;68.002;;;;NaN;;;;0 / 0;369070;2021-03-12 21:43:46:448
2.274;1.8061;8.6492;2.7144;1.1723;9.3503;0.6474;1.3695;0.6876;-7.0E-4;-0.0578;-0.1894;9.1;-18.52;20.84;-4.3;38.09;-7.74;-15.44;2.0;69.74;;;;NaN;;;;0 / 0;369567;2021-03-12 21:43:46:945
3.3376;1.2408;9.5307;2.9283;1.239;9.2769;0.0549;0.8864;-0.6932;-0.1814;0.0513;-0.2009;10.9;-18.26;19.01;-2.51;39.26;-7.26;-17.52;2.0;67.639;;;;NaN;;;;0 / 0;370067;2021-03-12 21:43:47:445
2.9927;1.3318;9.4253;2.824;1.254;9.3071;0.038;0.1142;-0.0296;-0.1534;-0.0057;-0.2229;12.3;-19.09;16.07;-1.74;46.3;-7.35;-16.88;2.0;52.936;;;;NaN;;;;0 / 0;370567;2021-03-12 21:43:47:945
2.8633;1.236;9.3678;2.933;1.3173;9.2646;-0.1144;-0.0391;0.1605;-0.1101;-0.0298;-0.1476;13.2;-19.98;13.6;-0.7;51.72;-7.72;-17.57;2.0;50.717;;;;NaN;;;;0 / 0;371067;2021-03-12 21:43:48:445
2.3651;4.1106;4.8547;2.7186;5.0869;7.9311;1.0682;0.1005;-3.9315;0.7482;0.7728;0.1771;29.2;-19.84;14.17;-6.29;35.41;-32.14;-30.41;2.0;46.207;;;;NaN;;;;0 / 0;371567;2021-03-12 21:43:48:945
4.3629;3.7944;8.2371;3.2616;4.0919;8.2939;0.3803;0.2411;-0.5249;0.0213;0.3608;0.5568;24.1;-16.66;19.16;-6.49;31.55;-24.66;-21.47;2.0;66.973;;;;NaN;;;;0 / 0;372066;2021-03-12 21:43:49:444
2.3315;2.9128;10.1871;2.6235;2.8092;9.022;-0.6568;-0.3629;0.2471;-0.2854;-0.0831;0.1878;15.6;-17.8;18.17;-5.08;38.38;-16.65;-16.21;2.0;68.142;;;;NaN;;;;0 / 0;372567;2021-03-12 21:43:49:945
4.0898;2.8362;8.9749;3.4744;2.7574;8.7462;0.348;0.2968;0.0184;0.4028;-0.1211;0.6626;19.2;-14.01;22.06;-4.81;25.07;-16.33;-21.67;2.0;65.306;;;;NaN;;;;0 / 0;373067;2021-03-12 21:43:50:445
3.0166;3.0374;9.133;3.4836;2.7457;8.7462;-0.4056;0.332;0.6145;-0.0938;-0.0134;0.4128;15.6;-10.81;24.7;-7.64;15.04;-17.16;-21.38;2.0;59.199;;;;NaN;;;;0 / 0;373567;2021-03-12 21:43:50:945
3.3233;3.2434;9.0803;3.5866;2.6918;8.7213;0.0928;0.3893;0.0375;0.1618;0.1321;0.2591;11.1;-6.15;28.01;-11.77;1.83;-16.47;-22.38;2.0;61.585;;;;NaN;;;;0 / 0;374068;2021-03-12 21:43:51:446
3.3329;2.2948;9.0276;3.9029;2.4921;8.6445;-0.6503;-0.011;0.5401;-0.0772;-0.0795;0.3117;10.5;-2.34;29.31;-13.02;353.91;-15.33;-23.48;2.0;53.433;;;;NaN;;;;0 / 0;374567;2021-03-12 21:43:51:945
3.8934;2.2181;8.8935;3.9932;2.3001;8.6565;-0.11;0.0548;0.1102;-0.1245;0.0336;0.373;10.5;1.94;30.26;-13.28;349.38;-13.93;-25.51;2.0;48.814;;;;NaN;;;;0 / 0;375067;2021-03-12 21:43:52:445
3.7832;1.8732;9.3534;3.6536;1.8876;8.9027;-0.0341;0.0039;0.1576;0.0457;0.1064;0.244;10.2;3.36;30.31;-13.44;346.1;-11.49;-22.82;2.0;56.497;;;;NaN;;;;0 / 0;375566;2021-03-12 21:43:52:944
2.9687;1.3366;9.5499;3.4846;1.325;9.0704;-0.6335;-0.0078;-0.0177;-0.4736;0.0777;-0.5143;9.7;0.35;31.28;-10.61;352.43;-10.33;-22.99;2.0;58.624;;;;NaN;;;;0 / 0;376067;2021-03-12 21:43:53:445
3.3856;0.4694;10.2398;3.2756;0.7942;9.2092;0.4059;-0.4514;0.0442;-0.3525;0.1939;-0.6886;8.8;-7.27;29.32;-7.36;7.81;-4.21;-20.8;2.0;67.051;;;;NaN;;;;0 / 0;376567;2021-03-12 21:43:53:945
1.7423;1.1593;8.927;2.4174;0.2303;9.5012;-0.3802;0.4994;-0.073;0.0113;0.009;-0.3968;7.9;-11.21;26.37;-6.37;19.32;-1.35;-14.27;2.0;67.277;;;;NaN;;;;0 / 0;377068;2021-03-12 21:43:54:446
2.734;0.9677;9.4349;2.5125;0.4593;9.4682;0.1753;0.5126;-0.1048;-0.1179;0.0241;-0.0786;8.5;-12.66;24.83;-6.68;23.13;-2.38;-14.43;2.0;58.184;;;;NaN;;;;0 / 0;377568;2021-03-12 21:43:54:946
2.7436;0.3544;9.3391;2.7948;0.6372;9.3784;0.0751;0.0805;-0.1388;-0.0216;-0.0398;0.063;9.0;-12.58;24.6;-6.61;22.34;-3.8;-16.18;2.0;64.917;;;;NaN;;;;0 / 0;378067;2021-03-12 21:43:55:445
3.1029;0.5509;9.1091;3.1862;0.4756;9.2624;-0.0423;0.0179;-0.0604;0.0168;-0.055;0.0074;9.4;-12.01;24.93;-5.86;20.47;-3.16;-18.29;2.0;58.155;;;;NaN;;;;0 / 0;378568;2021-03-12 21:43:55:946
3.352;0.5796;9.1139;3.3915;0.5225;9.1867;0.0046;0.028;0.0258;0.0263;-0.0261;-0.0174;9.7;-12.08;25.11;-5.57;19.81;-3.05;-20.26;2.0;52.908;;;;NaN;;;;0 / 0;379068;2021-03-12 21:43:56:446
3.5389;0.4024;9.2816;3.4837;0.3972;9.1584;0.0574;0.0135;0.0448;-0.0014;-0.0045;0.0126;9.7;-11.78;24.95;-5.18;20.44;-2.37;-20.76;2.0;53.259;;;;NaN;;;;0 / 0;379568;2021-03-12 21:43:56:946
3.6011;0.4311;9.1187;3.6264;0.4513;9.1003;0.0346;0.0567;-0.0143;-0.0071;-0.0452;0.0225;10.0;-12.12;25.11;-5.26;20.23;-2.69;-21.33;2.0;49.064;;;;NaN;;;;0 / 0;380067;2021-03-12 21:43:57:445
3.6491;0.3688;9.0612;3.6682;0.316;9.0893;-0.0063;-0.0146;-0.0355;-0.0582;-0.0185;0.0388;9.7;-11.41;25.52;-4.42;18.35;-1.85;-21.98;2.0;52.4;;;;NaN;;;;0 / 0;380567;2021-03-12 21:43:57:945
4.018;0.0766;9.1714;3.7613;0.1575;9.0553;-0.0016;0.0106;-0.0329;-0.0065;-0.0183;-0.0019;9.9;-11.67;25.51;-4.09;20.1;-1.01;-22.42;2.0;55.211;;;;NaN;;;;0 / 0;381067;2021-03-12 21:43:58:445
3.9221;0.1389;9.042;3.8274;0.1723;9.0273;0.0636;0.0179;-0.0247;0.0017;-0.0049;0.0021;9.9;-11.58;25.4;-4.03;20.72;-0.94;-22.84;2.0;64.216;;;;NaN;;;;0 / 0;381566;2021-03-12 21:43:58:944
3.8934;0.0574;9.0468;3.8448;0.0689;9.0213;0.0599;7.0E-4;-0.0273;-0.0017;-0.0125;0.014;10.0;-11.42;25.67;-3.75;18.2;-0.53;-22.94;2.0;56.499;;;;NaN;;;;0 / 0;382067;2021-03-12 21:43:59:445
3.7832;0.158;8.9797;3.9048;0.062;8.9955;0.0761;-0.0674;-0.1466;0.0022;-0.01;0.0165;10.0;-11.57;25.73;-3.59;19.87;-0.36;-23.46;2.0;53.92;;;;NaN;;;;0 / 0;382567;2021-03-12 21:43:59:945
3.8359;0.5221;9.1953;3.8957;0.1075;8.999;0.0281;-0.0688;0.0777;0.0266;-0.0663;0.0194;10.5;-11.88;25.62;-3.55;19.86;-0.3;-23.51;2.0;58.506;;;;NaN;;;;0 / 0;383067;2021-03-12 21:44:00:445
3.5868;0.4934;9.0372;3.9221;0.5775;8.9696;-0.3754;-0.0834;0.4572;0.0794;-0.014;-0.0669;10.8;-12.07;25.01;-4.92;19.38;-2.49;-23.98;2.0;60.904;;;;NaN;;;;0 / 0;383567;2021-03-12 21:44:00:945
4.4252;1.6624;8.6731;4.6027;1.3093;8.5599;-0.2372;0.2637;-0.1238;0.2513;-0.1508;-0.0445;12.9;-12.35;25.33;-4.86;18.22;-5.36;-26.56;2.0;62.616;;;;NaN;;;;0 / 0;384067;2021-03-12 21:44:01:445
4.7606;1.8157;8.5725;4.5061;1.6297;8.5563;-0.2146;0.0786;0.1174;0.041;-0.0031;0.0894;14.4;-11.94;26.41;-6.0;15.9;-9.57;-27.77;2.0;62.274;;;;NaN;;;;0 / 0;384569;2021-03-12 21:44:01:947
5.393;1.6911;9.1235;4.709;1.7768;8.4166;-0.1632;0.2324;-0.2567;0.3847;0.4753;-0.2304;13.8;-11.1;27.69;-6.04;12.45;-11.47;-30.0;2.0;67.261;;;;NaN;;;;0 / 0;385067;2021-03-12 21:44:02:445
2.0776;4.6711;13.3683;2.0257;4.0082;8.7179;0.9188;-0.4117;2.2923;-0.5758;1.1707;-0.3179;8.2;-12.46;24.53;-16.67;14.33;-24.12;-13.08;2.0;66.287;;;;NaN;;;;0 / 0;385567;2021-03-12 21:44:02:945
-1.5779;6.3192;7.164;-0.3857;3.4235;9.1816;0.2696;-1.7863;3.4781;1.8572;0.2491;0.4721;6.1;-15.85;18.95;-20.85;34.12;-20.43;2.41;2.0;56.831;;;;NaN;;;;0 / 0;386067;2021-03-12 21:44:03:445
-0.4233;7.6798;6.1004;-0.4595;7.7318;6.0148;-0.0018;-0.701;-0.866;0.0597;0.2356;0.4031;6.4;-10.38;12.02;-28.09;22.8;-52.04;4.37;2.0;37.265;;;;NaN;;;;0 / 0;386567;2021-03-12 21:44:03:945
-0.04;7.6415;5.5255;-0.096;7.5237;6.2893;0.1497;0.2948;0.1747;-0.9189;0.4376;0.137;6.7;-4.26;17.11;-26.06;8.12;-50.1;0.87;2.0;37.468;;;;NaN;;;;0 / 0;387070;2021-03-12 21:44:04:448
-0.5862;5.6724;8.4863;-0.5839;5.6351;8.0047;-0.46;0.1761;-0.4525;-0.3917;0.2822;0.0091;7.3;-4.94;21.29;-21.86;12.55;-35.07;4.17;2.0;36.385;;;;NaN;;;;0 / 0;387567;2021-03-12 21:44:04:945
-4.1075;5.3849;6.6897;-3.1927;3.9151;8.4053;-0.3651;-0.4509;0.083;0.8833;0.5306;-0.018;4.9;-1.69;22.35;-20.53;18.59;-23.53;20.8;2.0;47.0;;;;NaN;;;;0 / 0;388066;2021-03-12 21:44:05:444
-2.9481;2.7212;9.363;-0.9846;1.7917;9.5912;-1.6529;1.1924;-1.1004;-1.0725;0.5012;1.5621;7.9;-9.16;24.67;-11.4;20.88;-10.53;5.86;2.0;52.172;;;;NaN;;;;0 / 0;388567;2021-03-12 21:44:05:945
-1.6306;-3.7897;12.7119;-1.0361;1.4343;9.6457;-0.6697;-4.938;1.6525;6.0822;-0.581;-0.7408;5.8;-11.65;25.63;-1.49;25.77;20.42;10.77;2.0;61.288;;;;NaN;;;;0 / 0;389067;2021-03-12 21:44:06:445
-1.2904;1.2647;8.4671;-2.1281;3.4614;8.9253;0.6171;-2.6801;0.9108;1.0952;0.6237;-0.1973;5.8;-14.42;19.47;-14.67;41.89;2.07;11.17;2.0;62.032;;;;NaN;;;;0 / 0;389567;2021-03-12 21:44:06:945
-1.6881;3.8135;9.2337;-1.02;3.5908;9.0684;0.4632;-0.0025;-0.0047;-0.1146;0.1121;0.0965;7.3;-17.12;16.07;-16.03;43.03;-21.48;6.42;2.0;67.232;;;;NaN;;;;0 / 0;390067;2021-03-12 21:44:07:445
-1.7695;5.0065;7.0442;-1.517;4.4002;8.6318;-0.3121;-0.182;-0.6112;0.3173;-1.3138;0.1601;6.1;-14.99;18.06;-18.87;37.76;-26.66;9.97;2.0;52.828;;;;NaN;;;;0 / 0;390567;2021-03-12 21:44:07:945
-1.5779;0.1149;11.1836;-1.6468;1.8817;9.4825;0.3642;0.5816;-0.9833;-2.3463;0.3137;0.072;6.4;-14.01;21.4;-18.02;32.13;-22.55;6.96;2.0;62.919;;;;NaN;;;;0 / 0;391067;2021-03-12 21:44:08:445
-1.2186;1.4132;8.5102;-0.7226;4.3738;8.7475;0.4886;-0.8054;-1.2163;-0.5901;0.3036;-0.0494;6.1;-13.49;21.37;-19.76;28.22;-26.49;4.72;2.0;54.154;;;;NaN;;;;0 / 0;391567;2021-03-12 21:44:08:945
-1.9612;3.5356;7.4897;-1.309;3.929;8.8893;1.6254;0.0641;-1.4358;-1.3218;0.5077;-0.1137;6.1;-11.47;23.68;-17.92;25.37;-23.62;8.38;2.0;54.746;;;;NaN;;;;0 / 0;392068;2021-03-12 21:44:09:446
-1.827;0.8096;9.0947;-1.7286;1.6772;9.5063;0.2025;0.0327;-1.767;-0.8865;0.1579;-0.1754;5.2;-11.01;24.77;-14.23;26.57;-9.85;10.31;2.0;52.053;;;;NaN;;;;0 / 0;392568;2021-03-12 21:44:09:946
-2.1145;-0.139;9.4732;-1.8774;-0.1993;9.6232;0.0074;0.542;-0.3181;-0.6554;0.2127;-0.1124;5.5;-11.05;25.3;-10.86;27.47;1.16;11.04;2.0;51.765;;;;NaN;;;;0 / 0;393067;2021-03-12 21:44:10:445
-1.8126;0.4359;9.3103;-2.3091;-0.2296;9.5281;0.6168;0.6741;-0.3246;-0.2695;0.125;0.1054;5.5;-7.19;25.84;-10.92;19.48;0.68;12.16;2.0;68.258;;;;NaN;;;;0 / 0;393570;2021-03-12 21:44:10:948
-2.4546;0.297;9.042;-2.5101;-0.2451;9.4768;0.1564;0.0317;-0.6711;-0.1198;-0.0802;0.4816;5.8;-4.25;26.27;-9.99;14.0;1.43;14.84;2.0;68.439;;;;NaN;;;;0 / 0;394067;2021-03-12 21:44:11:445
-2.3349;-0.7523;9.8613;-2.2394;-0.45;9.5369;0.0804;-0.0774;-0.1949;-0.2982;-0.0777;-0.3259;6.1;-4.0;26.53;-8.13;12.12;2.63;13.21;2.0;61.178;;;;NaN;;;;0 / 0;394568;2021-03-12 21:44:11:946
-1.8989;-0.2253;9.4732;-1.9354;-0.3802;9.6063;0.0988;0.1425;-0.0613;0.1173;-0.0138;-0.339;6.1;-6.6;25.92;-9.43;18.59;2.22;11.39;2.0;62.944;;;;NaN;;;;0 / 0;395068;2021-03-12 21:44:12:446
-1.7599;-0.4313;9.5403;-1.8386;-0.3385;9.6268;-0.0185;-0.0376;-0.093;0.0714;-0.0291;-0.2281;6.1;-8.9;24.3;-10.12;24.33;1.98;10.81;2.0;54.837;;;;NaN;;;;0 / 0;395568;2021-03-12 21:44:12:946
-1.8366;-0.1199;9.4684;-1.8818;-0.2826;9.6203;0.1124;0.1325;-0.1835;0.0274;-0.0219;0.0827;5.8;-9.52;24.51;-10.36;25.35;1.65;11.07;2.0;51.692;;;;NaN;;;;0 / 0;396068;2021-03-12 21:44:13:446
-1.4054;0.503;9.775;-1.6437;0.0191;9.6679;0.3626;0.2412;0.1202;0.0771;0.04;-0.0492;5.8;-9.14;24.52;-10.71;23.19;-0.11;9.65;2.0;54.113;;;;NaN;;;;0 / 0;396567;2021-03-12 21:44:13:945
-1.5635;0.0287;9.7319;-1.6938;0.1302;9.6584;0.0571;0.1375;0.0372;-0.0454;-0.0931;0.0379;5.8;-9.05;25.38;-10.76;23.4;-0.86;10.65;2.0;63.576;;;;NaN;;;;0 / 0;397067;2021-03-12 21:44:14:445
-1.4725;-0.0049;10.0194;-1.3501;0.0104;9.7133;-0.082;-0.0425;0.2812;0.0728;-0.057;0.0409;5.5;-9.14;26.72;-9.48;20.65;-0.29;8.18;2.0;60.621;;;;NaN;;;;0 / 0;397568;2021-03-12 21:44:14:946
-1.1323;-0.5367;9.8373;-1.2032;-0.2413;9.7296;-0.1763;-0.3678;-0.2154;-0.0145;-0.0237;0.0145;5.5;-8.93;28.78;-8.8;19.21;1.41;7.05;2.0;64.422;;;;NaN;;;;0 / 0;398067;2021-03-12 21:44:15:445
-1.0221;0.0574;9.7607;-1.3061;-0.0226;9.7193;0.2214;0.0112;0.0665;0.1001;0.0357;-0.0042;5.2;-8.75;29.64;-10.23;18.88;0.13;7.65;2.0;64.863;;;;NaN;;;;0 / 0;398567;2021-03-12 21:44:15:945
